"text","confidence","name_id","word_id"
"CHATEAU",85.6968688964844,"0008_1_1","0008_1_1 1"
"LEOVILLE",58.970775604248,"0008_1_1","0008_1_1 2"
"LASCASES",39.4826164245605,"0008_1_1","0008_1_1 3"
"(St.",90.6145248413086,"0008_1_1","0008_1_1 4"
"Julien)",44.0586776733398,"0008_1_1","0008_1_1 5"
"o.oo",0,"0008_1_1","0008_1_1 6"
"CZ",10.765007019043,"0008_1_1","0008_1_1 7"
"ann",27.9957809448242,"0008_1_1","0008_1_1 8"
"vrs",30.0397796630859,"0008_1_1","0008_1_1 9"
"ervey",26.2429656982422,"0008_1_1","0008_1_1 10"
"TA",72.4372177124023,"0008_1_1","0008_1_1 11"
"ATI",33.212646484375,"0008_1_1","0008_1_1 12"
"AIS",0,"0008_1_1","0008_1_1 13"
"TY",0,"0008_1_1","0008_1_1 14"
"IR",7.7578125,"0008_1_1","0008_1_1 15"
"dle",30.0353088378906,"0008_1_1","0008_1_1 16"
"Ni",0,"0008_1_1","0008_1_1 17"
"rawrz",0,"0008_1_1","0008_1_1 18"
"Yam",0,"0008_1_1","0008_1_1 19"
"il",1.38237762451172,"0008_1_1","0008_1_1 20"
"nied",20.7829895019531,"0008_1_1","0008_1_1 21"
"YY",39.7054481506348,"0008_1_1","0008_1_1 22"
"et",11.7051010131836,"0008_1_1","0008_1_1 23"
"Ce",25.7931823730469,"0008_1_1","0008_1_1 24"
"Ra",23.4949340820312,"0008_1_1","0008_1_1 25"
"eA",10.180419921875,"0008_1_1","0008_1_1 26"
"i",27.6790313720703,"0008_1_1","0008_1_1 27"
"AE",29.1320877075195,"0008_1_1","0008_1_1 28"
"CHATEAU",41.8010406494141,"0008_1_2","0008_1_2 1"
"LYNCH",91.3191986083984,"0008_1_2","0008_1_2 2"
"BAGES",80.8795013427734,"0008_1_2","0008_1_2 3"
"(Paulllaec)",37.4486923217773,"0008_1_2","0008_1_2 4"
".....",59.0042343139648,"0008_1_2","0008_1_2 5"
"......",37.1772003173828,"0008_1_2","0008_1_2 6"
"0",0,"0008_1_2","0008_1_2 7"
"00...",37.602424621582,"0008_1_2","0008_1_2 8"
"on",22.6754837036133,"0008_1_2","0008_1_2 9"
"AZD",76.8170471191406,"0008_1_2","0008_1_2 10"
"CHATEAU",96.2161712646484,"0008_1_3","0008_1_3 1"
"PICHON",93.1242446899414,"0008_1_3","0008_1_3 2"
"LONGUEVILLE",90.4477920532227,"0008_1_3","0008_1_3 3"
"LALANDE",90.9670944213867,"0008_1_3","0008_1_3 4"
"(Paunillne)",26.8667831420898,"0008_1_3","0008_1_3 5"
"..........",44.7260894775391,"0008_1_3","0008_1_3 6"
"....",2.50629425048828,"0008_1_3","0008_1_3 7"
".",46.898193359375,"0008_1_3","0008_1_3 8"
"A320",28.9139633178711,"0008_1_3","0008_1_3 9"
"CHATEAU",33.0939407348633,"0008_1_4","0008_1_4 1"
"BEYCHEVELLE",71.9974060058594,"0008_1_4","0008_1_4 2"
"18t,",29.5474166870117,"0008_1_4","0008_1_4 3"
"Jullien).",32.0414581298828,"0008_1_4","0008_1_4 4"
"....",32.0414581298828,"0008_1_4","0008_1_4 5"
"...",22.4797744750977,"0008_1_4","0008_1_4 6"
"cei.",15.8149337768555,"0008_1_4","0008_1_4 7"
"0.",7.86446380615234,"0008_1_4","0008_1_4 8"
"0",43.1042175292969,"0008_1_4","0008_1_4 9"
"7",40.7757720947266,"0008_1_4","0008_1_4 10"
"Aon",27.5775451660156,"0008_1_4","0008_1_4 11"
"CHATEAU",48.5266342163086,"0008_1_5","0008_1_5 1"
"COS",90.6078186035156,"0008_1_5","0008_1_5 2"
"D'ESTOURNEL",72.4675903320312,"0008_1_5","0008_1_5 3"
"(St.",66.8147506713867,"0008_1_5","0008_1_5 4"
"Estephe)",40.4951629638672,"0008_1_5","0008_1_5 5"
".............",18.2783508300781,"0008_1_5","0008_1_5 6"
"........",19.5412063598633,"0008_1_5","0008_1_5 7"
"=",62.5783081054688,"0008_1_5","0008_1_5 8"
"A330",0,"0008_1_5","0008_1_5 9"
":",53.5519561767578,"0008_1_6","0008_1_6 1"
"CHATEAU",93.2383728027344,"0008_1_6","0008_1_6 2"
"LASCOMBES",89.5121841430664,"0008_1_6","0008_1_6 3"
"(Margaux)",77.1781463623047,"0008_1_6","0008_1_6 4"
"....",0,"0008_1_6","0008_1_6 5"
"5",12.5449523925781,"0008_1_6","0008_1_6 6"
"coli",20.1592788696289,"0008_1_6","0008_1_6 7"
"anti",0,"0008_1_6","0008_1_6 8"
"AB)",9.01329040527344,"0008_1_6","0008_1_6 9"
"CHATEAU",92.0878677368164,"0008_1_7","0008_1_7 1"
"CLOS",92.0210189819336,"0008_1_7","0008_1_7 2"
"FOURTET",92.0131530761719,"0008_1_7","0008_1_7 3"
"(St.",96.7784576416016,"0008_1_7","0008_1_7 4"
"Emilion)",95.9449920654297,"0008_1_7","0008_1_7 5"
"8",16.7723770141602,"0008_1_7","0008_1_7 6"
"ee",20.4896087646484,"0008_1_7","0008_1_7 7"
"Tee",34.6851806640625,"0008_1_7","0008_1_7 8"
"He",21.5419921875,"0008_1_7","0008_1_7 9"
"Tee",13.613395690918,"0008_1_7","0008_1_7 10"
"ee",17.1862106323242,"0008_1_7","0008_1_7 11"
"Tie",33.5031204223633,"0008_1_7","0008_1_7 12"
"Cee",20.1993637084961,"0008_1_7","0008_1_7 13"
"te",12.9515838623047,"0008_1_7","0008_1_7 14"
"eet",28.554328918457,"0008_1_7","0008_1_7 15"
"eee",20.9528427124023,"0008_1_7","0008_1_7 16"
"Le",16.6230392456055,"0008_1_7","0008_1_7 17"
"ne",12.5841598510742,"0008_1_7","0008_1_7 18"
"ee",27.8569869995117,"0008_1_7","0008_1_7 19"
"|",57.2122268676758,"0008_1_8","0008_1_8 1"
"CHATEAU",76.5767822265625,"0008_1_8","0008_1_8 2"
"PALMER",92.3417129516602,"0008_1_8","0008_1_8 3"
"(MArgomxX)",38.7035026550293,"0008_1_8","0008_1_8 4"
"...c....coucadhmiit",0,"0008_1_8","0008_1_8 5"
"oii",0,"0008_1_8","0008_1_8 6"
"ines:",27.585205078125,"0008_1_8","0008_1_8 7"
"ABS",83.1257934570312,"0008_1_8","0008_1_8 8"
"CHATEAU",93.2993469238281,"0008_1_9","0008_1_9 1"
"LATOUR-A-POMEROL",87.0202102661133,"0008_1_9","0008_1_9 2"
"(Pomerol)",91.206787109375,"0008_1_9","0008_1_9 3"
"CHATEAU",93.2990646362305,"0008_1_10","0008_1_10 1"
"LATOUR",91.8904495239258,"0008_1_10","0008_1_10 2"
"HAUT",93.1294326782227,"0008_1_10","0008_1_10 3"
"BRION",91.2060241699219,"0008_1_10","0008_1_10 4"
"(Graves)",96.3133697509766,"0008_1_10","0008_1_10 5"
"BIT",23.4313659667969,"0008_1_10","0008_1_10 6"
"eT",21.5377807617188,"0008_1_10","0008_1_10 7"
"AL",29.8694763183594,"0008_1_10","0008_1_10 8"
"IS",19.9654998779297,"0008_1_10","0008_1_10 9"
"Se",28.4911346435547,"0008_1_10","0008_1_10 10"
"Te",23.5600891113281,"0008_1_10","0008_1_10 11"
"ae",19.389762878418,"0008_1_10","0008_1_10 12"
"i",78.9939117431641,"0008_1_11","0008_1_11 1"
"CHATEAU",96.3864212036133,"0008_1_11","0008_1_11 2"
"LA",96.6159744262695,"0008_1_11","0008_1_11 3"
"MISSION",96.3327102661133,"0008_1_11","0008_1_11 4"
"HAUT",93.3002090454102,"0008_1_11","0008_1_11 5"
"BRION",92.6883163452148,"0008_1_11","0008_1_11 6"
"(Graves)",96.0496597290039,"0008_1_11","0008_1_11 7"
"Si",43.5977935791016,"0008_1_11","0008_1_11 8"
"8",21.7423553466797,"0008_1_11","0008_1_11 9"
"Ze",12.0505447387695,"0008_1_11","0008_1_11 10"
"ete",21.4998016357422,"0008_1_11","0008_1_11 11"
"te",0,"0008_1_11","0008_1_11 12"
"a",19.2856292724609,"0008_1_11","0008_1_11 13"
"ether",6.14883422851562,"0008_1_11","0008_1_11 14"
"este",32.4087295532227,"0008_1_11","0008_1_11 15"
"ee",37.2609367370605,"0008_1_11","0008_1_11 16"
"ee",40.2943420410156,"0008_1_11","0008_1_11 17"
"Cn",17.933349609375,"0008_1_11","0008_1_11 18"
"ieee",6.84591674804688,"0008_1_11","0008_1_11 19"
"eee",29.2573852539062,"0008_1_11","0008_1_11 20"
"e",45.920223236084,"0008_1_12","0008_1_12 1"
"CHATEAU",93.3036041259766,"0008_1_12","0008_1_12 2"
"MARGAUX",91.7707824707031,"0008_1_12","0008_1_12 3"
"(Margaux)",93.2971801757812,"0008_1_12","0008_1_12 4"
".....",91.6904449462891,"0008_1_12","0008_1_12 5"
"io",13.5835723876953,"0008_1_12","0008_1_12 6"
"i",8.8563232421875,"0008_1_12","0008_1_12 7"
"Roe",12.2434158325195,"0008_1_12","0008_1_12 8"
"Beier,",11.0187606811523,"0008_1_12","0008_1_12 9"
"CHATEAU",96.2351303100586,"0008_1_13","0008_1_13 1"
"PETRUS",95.7949676513672,"0008_1_13","0008_1_13 2"
"(Pomerol)",70.6899566650391,"0008_1_13","0008_1_13 3"
"EE",4.23780822753906,"0008_1_13","0008_1_13 4"
"EE",8.97330474853516,"0008_1_13","0008_1_13 5"
"ek",30.8753890991211,"0008_1_13","0008_1_13 6"
"ach",47.6830368041992,"0008_1_13","0008_1_13 7"
"TS",63.9028701782227,"0008_1_13","0008_1_13 8"
"am",49.1774520874023,"0008_1_13","0008_1_13 9"
"ww",30.9594802856445,"0008_1_13","0008_1_13 10"
"HI",41.3939895629883,"0008_1_13","0008_1_13 11"
"a",24.2334365844727,"0008_1_13","0008_1_13 12"
"a",43.7292022705078,"0008_1_13","0008_1_13 13"
"Lian",11.4557800292969,"0008_1_13","0008_1_13 14"
"baa",0,"0008_1_13","0008_1_13 15"
"ye",26.1985015869141,"0008_1_13","0008_1_13 16"
"onl",10.5692672729492,"0008_1_13","0008_1_13 17"
"plain",42.3050117492676,"0008_1_13","0008_1_13 18"
"fc",42.7417411804199,"0008_1_13","0008_1_13 19"
"Moh",9.11872863769531,"0008_1_13","0008_1_13 20"
"ug",9.34111022949219,"0008_1_13","0008_1_13 21"
"kiY",0,"0008_1_13","0008_1_13 22"
"Jj",37.5295639038086,"0008_1_13","0008_1_13 23"
"hci",0,"0008_1_13","0008_1_13 24"
"iid",49.8899803161621,"0008_1_13","0008_1_13 25"
"win",0,"0008_1_13","0008_1_13 26"
"surat",0,"0008_1_13","0008_1_13 27"
"dng.",0,"0008_1_13","0008_1_13 28"
"7",15.9400329589844,"0008_1_13","0008_1_13 29"
"SRBeNL",0,"0008_1_13","0008_1_13 30"
"bi",36.9113311767578,"0008_1_13","0008_1_13 31"
"eat",11.4470291137695,"0008_1_13","0008_1_13 32"
"rum",23.9824752807617,"0008_1_13","0008_1_13 33"
"peat",48.5611686706543,"0008_1_13","0008_1_13 34"
"fs",15.5319595336914,"0008_1_13","0008_1_13 35"
"S10",14.2412567138672,"0008_1_13","0008_1_13 36"
"Al",26.6952972412109,"0008_1_13","0008_1_13 37"
"en",25.8644332885742,"0008_1_13","0008_1_13 38"
"edn",40.466236114502,"0008_1_13","0008_1_13 39"
"£7",42.6362228393555,"0008_1_13","0008_1_13 40"
"pd",40.7703742980957,"0008_1_13","0008_1_13 41"
"al",40.7703742980957,"0008_1_13","0008_1_13 42"
"CHATEAU",95.6756057739258,"0008_1_14","0008_1_14 1"
"LATOUR",92.0245056152344,"0008_1_14","0008_1_14 2"
"{",90.3759613037109,"0008_1_14","0008_1_14 3"
"Pauillac",90.6197357177734,"0008_1_14","0008_1_14 4"
"Y",51.029670715332,"0008_1_14","0008_1_14 5"
"oi",41.0867500305176,"0008_1_14","0008_1_14 6"
"eee",15.9205551147461,"0008_1_14","0008_1_14 7"
"ee",42.1503791809082,"0008_1_14","0008_1_14 8"
"ee",30.6298980712891,"0008_1_14","0008_1_14 9"
"cle",28.0312957763672,"0008_1_14","0008_1_14 10"
"el",66.6815032958984,"0008_1_14","0008_1_14 11"
"we",29.1260452270508,"0008_1_14","0008_1_14 12"
"celle",55.4226264953613,"0008_1_14","0008_1_14 13"
"eles",0,"0008_1_14","0008_1_14 14"
"Se",40.1598968505859,"0008_1_14","0008_1_14 15"
"ese",33.4287719726562,"0008_1_14","0008_1_14 16"
"UeiCe",0,"0008_1_14","0008_1_14 17"
"elie",45.6891021728516,"0008_1_14","0008_1_14 18"
"Ce",19.4678115844727,"0008_1_14","0008_1_14 19"
"le.",32.6669616699219,"0008_1_14","0008_1_14 20"
"ie",35.6625747680664,"0008_1_14","0008_1_14 21"
"el",36.8823928833008,"0008_1_14","0008_1_14 22"
"Ceili",27.0608825683594,"0008_1_14","0008_1_14 23"
"Le",3.51310729980469,"0008_1_14","0008_1_14 24"
"Ve",33.6091461181641,"0008_1_14","0008_1_14 25"
"Le",23.1009979248047,"0008_1_14","0008_1_14 26"
"CHATEAU",95.6368103027344,"0008_1_15","0008_1_15 1"
"HAUT",93.2781600952148,"0008_1_15","0008_1_15 2"
"BRION",86.2990341186523,"0008_1_15","0008_1_15 3"
"(Graves)",70.7914886474609,"0008_1_15","0008_1_15 4"
"....",1.09844970703125,"0008_1_15","0008_1_15 5"
"......:cohsveidinivasnonnss",0,"0008_1_15","0008_1_15 6"
"in:",52.1860733032227,"0008_1_15","0008_1_15 7"
"049",34.0154571533203,"0008_1_15","0008_1_15 8"
"CHATEAU",93.3008422851562,"0008_1_16","0008_1_16 1"
"AUSONE",92.6982421875,"0008_1_16","0008_1_16 2"
"(St.",96.7959136962891,"0008_1_16","0008_1_16 3"
"Emilion)",91.327018737793,"0008_1_16","0008_1_16 4"
"..",91.327018737793,"0008_1_16","0008_1_16 5"
"ONS",28.2036514282227,"0008_1_16","0008_1_16 6"
"ee",28.6806335449219,"0008_1_16","0008_1_16 7"
"ee",42.2444953918457,"0008_1_16","0008_1_16 8"
"ee",30.6583099365234,"0008_1_16","0008_1_16 9"
"ee",34.172248840332,"0008_1_16","0008_1_16 10"
"eT",0,"0008_1_16","0008_1_16 11"
"SE",30.4380493164062,"0008_1_16","0008_1_16 12"
"LL",22.9329986572266,"0008_1_16","0008_1_16 13"
"ey",11.7229919433594,"0008_1_16","0008_1_16 14"
"eT",24.6169204711914,"0008_1_16","0008_1_16 15"
"Te",40.8869743347168,"0008_1_16","0008_1_16 16"
"Eee",17.3692321777344,"0008_1_16","0008_1_16 17"
"Eee",34.5001373291016,"0008_1_16","0008_1_16 18"
"CHATEAU",93.0532989501953,"0008_1_17","0008_1_17 1"
"CHEVAL",47.4544677734375,"0008_1_17","0008_1_17 2"
"BLANC",67.0209503173828,"0008_1_17","0008_1_17 3"
"(St.",93.6962432861328,"0008_1_17","0008_1_17 4"
"Emilion)",76.5294189453125,"0008_1_17","0008_1_17 5"
".........cuveecionanmssvence",0,"0008_1_17","0008_1_17 6"
"ADB",83.0745849609375,"0008_1_17","0008_1_17 7"
"75",80.6185455322266,"0008_1_18","0008_1_18 1"
"CHATEAU",96.5695877075195,"0008_1_18","0008_1_18 2"
"MOUTON",96.662841796875,"0008_1_18","0008_1_18 3"
"ROTHSCHILD",96.3593215942383,"0008_1_18","0008_1_18 4"
"{(Pauillac)",39.6429061889648,"0008_1_18","0008_1_18 5"
"wee",34.1825561523438,"0008_1_18","0008_1_18 6"
"ae",25.7737808227539,"0008_1_18","0008_1_18 7"
"sala",0.588417053222656,"0008_1_18","0008_1_18 8"
"Ter",6.37232971191406,"0008_1_18","0008_1_18 9"
"te",9.66445922851562,"0008_1_18","0008_1_18 10"
"le",45.526252746582,"0008_1_18","0008_1_18 11"
"ele",24.6983642578125,"0008_1_18","0008_1_18 12"
"a",40.6555976867676,"0008_1_18","0008_1_18 13"
"en",23.28759765625,"0008_1_18","0008_1_18 14"
"Ee",42.9586219787598,"0008_1_18","0008_1_18 15"
"ieee",5.17022705078125,"0008_1_18","0008_1_18 16"
"ee",53.7960968017578,"0008_1_18","0008_1_18 17"
"ee",49.5425758361816,"0008_1_18","0008_1_18 18"
"4",80.3028945922852,"0008_1_19","0008_1_19 1"
"CHATEAU",91.4938125610352,"0008_1_19","0008_1_19 2"
"LAFITE",82.5171661376953,"0008_1_19","0008_1_19 3"
"ROTHSCHILD",82.7227935791016,"0008_1_19","0008_1_19 4"
"...scccsvene.",0,"0008_1_19","0008_1_19 5"
"os",21.2260665893555,"0008_1_19","0008_1_19 6"
"AS59",0,"0008_1_19","0008_1_19 7"
"No.",96.4311676025391,"0008_2_1","0008_2_1 1"
"Case",96.7510147094727,"0008_2_1","0008_2_1 2"
"No.",96.7274017333984,"0008_2_1","0008_2_1 3"
"CHATEAU",92.7919235229492,"0008_2_1","0008_2_1 4"
"LEOVILLE",88.5591812133789,"0008_2_1","0008_2_1 5"
"LASCASES",90.6240615844727,"0008_2_1","0008_2_1 6"
"(St.",87.3621444702148,"0008_2_1","0008_2_1 7"
"Julien)",28.4540405273438,"0008_2_1","0008_2_1 8"
".................",22.1501007080078,"0008_2_1","0008_2_1 9"
"=",44.7476806640625,"0008_2_1","0008_2_1 10"
"A21",83.3010101318359,"0008_2_1","0008_2_1 11"
"29.75",84.6907577514648,"0008_2_1","0008_2_1 12"
"B21",95.4037170410156,"0008_2_1","0008_2_1 13"
"CZ",10.765007019043,"0008_2_1","0008_2_1 14"
"ann",27.9957809448242,"0008_2_1","0008_2_1 15"
"vrs",30.0397796630859,"0008_2_1","0008_2_1 16"
"ervey",26.2429656982422,"0008_2_1","0008_2_1 17"
"TA",72.4372177124023,"0008_2_1","0008_2_1 18"
"ATI",33.212646484375,"0008_2_1","0008_2_1 19"
"AIS",0,"0008_2_1","0008_2_1 20"
"TY",0,"0008_2_1","0008_2_1 21"
"IR",7.7578125,"0008_2_1","0008_2_1 22"
"dle",30.0353088378906,"0008_2_1","0008_2_1 23"
"Ni",0,"0008_2_1","0008_2_1 24"
"rawrz",0,"0008_2_1","0008_2_1 25"
"Yam",0,"0008_2_1","0008_2_1 26"
"il",1.38237762451172,"0008_2_1","0008_2_1 27"
"nied",20.7829895019531,"0008_2_1","0008_2_1 28"
"YY",39.7054481506348,"0008_2_1","0008_2_1 29"
"et",11.7051010131836,"0008_2_1","0008_2_1 30"
"Ce",25.7931823730469,"0008_2_1","0008_2_1 31"
"Ra",23.4949340820312,"0008_2_1","0008_2_1 32"
"eA",10.180419921875,"0008_2_1","0008_2_1 33"
"i",27.6790313720703,"0008_2_1","0008_2_1 34"
"AE",29.1320877075195,"0008_2_1","0008_2_1 35"
"CHATEAU",41.8010406494141,"0008_2_2","0008_2_2 1"
"LYNCH",91.3191986083984,"0008_2_2","0008_2_2 2"
"BAGES",80.8795013427734,"0008_2_2","0008_2_2 3"
"(Paulllaec)",37.4486923217773,"0008_2_2","0008_2_2 4"
".....",59.0042343139648,"0008_2_2","0008_2_2 5"
"......",37.1772003173828,"0008_2_2","0008_2_2 6"
"0",0,"0008_2_2","0008_2_2 7"
"00...",37.602424621582,"0008_2_2","0008_2_2 8"
"on",22.6754837036133,"0008_2_2","0008_2_2 9"
"AZD",76.8170471191406,"0008_2_2","0008_2_2 10"
"39:72",53.2495536804199,"0008_2_2","0008_2_2 11"
".",63.7945251464844,"0008_2_2","0008_2_2 12"
"CHATEAU",96.2161712646484,"0008_2_3","0008_2_3 1"
"PICHON",93.1242446899414,"0008_2_3","0008_2_3 2"
"LONGUEVILLE",90.4477920532227,"0008_2_3","0008_2_3 3"
"LALANDE",90.9670944213867,"0008_2_3","0008_2_3 4"
"(Paunillne)",26.8667831420898,"0008_2_3","0008_2_3 5"
"..........",44.7260894775391,"0008_2_3","0008_2_3 6"
"....",2.50629425048828,"0008_2_3","0008_2_3 7"
".",46.898193359375,"0008_2_3","0008_2_3 8"
"A320",28.9139633178711,"0008_2_3","0008_2_3 9"
"B29",96.5061492919922,"0008_2_3","0008_2_3 10"
"CHATEAU",33.0939407348633,"0008_2_4","0008_2_4 1"
"BEYCHEVELLE",71.9974060058594,"0008_2_4","0008_2_4 2"
"18t,",29.5474166870117,"0008_2_4","0008_2_4 3"
"Jullien).",32.0414581298828,"0008_2_4","0008_2_4 4"
"....",32.0414581298828,"0008_2_4","0008_2_4 5"
"...",22.4797744750977,"0008_2_4","0008_2_4 6"
"cei.",15.8149337768555,"0008_2_4","0008_2_4 7"
"0.",7.86446380615234,"0008_2_4","0008_2_4 8"
"0",43.1042175292969,"0008_2_4","0008_2_4 9"
"7",40.7757720947266,"0008_2_4","0008_2_4 10"
"Aon",27.5775451660156,"0008_2_4","0008_2_4 11"
"B27",94.0150146484375,"0008_2_4","0008_2_4 12"
"CHATEAU",96.1425247192383,"0008_2_5","0008_2_5 1"
"COS",93.2843551635742,"0008_2_5","0008_2_5 2"
"D'ESTOURNEL",90.9035949707031,"0008_2_5","0008_2_5 3"
"(St.",93.2881469726562,"0008_2_5","0008_2_5 4"
"Estephe)",92.0390853881836,"0008_2_5","0008_2_5 5"
".........",88.0080642700195,"0008_2_5","0008_2_5 6"
"uo",4.77041625976562,"0008_2_5","0008_2_5 7"
"a",41.376594543457,"0008_2_5","0008_2_5 8"
"A30",92.1805267333984,"0008_2_5","0008_2_5 9"
"43.25",95.7367401123047,"0008_2_5","0008_2_5 10"
"B30",96.5890197753906,"0008_2_5","0008_2_5 11"
"~~",70.9014129638672,"0008_2_5","0008_2_5 12"
"Sh",14.6852111816406,"0008_2_5","0008_2_5 13"
"sala",18.2153472900391,"0008_2_5","0008_2_5 14"
"pl",2.41989898681641,"0008_2_5","0008_2_5 15"
"Se",23.4464263916016,"0008_2_5","0008_2_5 16"
"a",29.7108383178711,"0008_2_5","0008_2_5 17"
"a",28.6535263061523,"0008_2_5","0008_2_5 18"
"a",2.3990478515625,"0008_2_5","0008_2_5 19"
"dl",35.0801773071289,"0008_2_5","0008_2_5 20"
"a",54.9227905273438,"0008_2_5","0008_2_5 21"
"i",0,"0008_2_5","0008_2_5 22"
"Cab:",0,"0008_2_5","0008_2_5 23"
"ar",34.6456604003906,"0008_2_5","0008_2_5 24"
"tl",26.8624572753906,"0008_2_5","0008_2_5 25"
"Ss",14.397216796875,"0008_2_5","0008_2_5 26"
"prey",25.9503784179688,"0008_2_5","0008_2_5 27"
"aa",47.6738433837891,"0008_2_5","0008_2_5 28"
"iP",0,"0008_2_5","0008_2_5 29"
"Np",26.8845291137695,"0008_2_5","0008_2_5 30"
"an",27.8009490966797,"0008_2_5","0008_2_5 31"
"a.",23.5112228393555,"0008_2_5","0008_2_5 32"
"CHATEAU",96.583251953125,"0008_2_6","0008_2_6 1"
"LASCOMBES",91.2404632568359,"0008_2_6","0008_2_6 2"
"(Margaux)",82.4127883911133,"0008_2_6","0008_2_6 3"
"a",5.87227630615234,"0008_2_6","0008_2_6 4"
"RAR",21.6230621337891,"0008_2_6","0008_2_6 5"
"Ee",9.92198181152344,"0008_2_6","0008_2_6 6"
"a",8.48862457275391,"0008_2_6","0008_2_6 7"
"a",46.9953994750977,"0008_2_6","0008_2_6 8"
"A3)",30.4688568115234,"0008_2_6","0008_2_6 9"
"43.25",92.925666809082,"0008_2_6","0008_2_6 10"
"B31",91.2545166015625,"0008_2_6","0008_2_6 11"
"ale",9.64775085449219,"0008_2_6","0008_2_6 12"
"ya",44.0320739746094,"0008_2_6","0008_2_6 13"
"CF",18.5314254760742,"0008_2_6","0008_2_6 14"
"a",7.46128845214844,"0008_2_6","0008_2_6 15"
"al",26.2284088134766,"0008_2_6","0008_2_6 16"
"BR",15.6103363037109,"0008_2_6","0008_2_6 17"
"oS",0,"0008_2_6","0008_2_6 18"
"hE",5.37413024902344,"0008_2_6","0008_2_6 19"
"lL",13.8497772216797,"0008_2_6","0008_2_6 20"
"a",10.5139312744141,"0008_2_6","0008_2_6 21"
"wd",0,"0008_2_6","0008_2_6 22"
"gh",0,"0008_2_6","0008_2_6 23"
"EE",35.035285949707,"0008_2_6","0008_2_6 24"
"Si)",13.3400344848633,"0008_2_6","0008_2_6 25"
"Ae",28.9466552734375,"0008_2_6","0008_2_6 26"
"le",30.6244964599609,"0008_2_6","0008_2_6 27"
"Ey",38.9577331542969,"0008_2_6","0008_2_6 28"
"ed",32.7902679443359,"0008_2_6","0008_2_6 29"
"tp,",18.9550018310547,"0008_2_6","0008_2_6 30"
"CA",17.7353286743164,"0008_2_6","0008_2_6 31"
"NE.",2.84785461425781,"0008_2_6","0008_2_6 32"
"™",76.8080902099609,"0008_2_6","0008_2_6 33"
"4",30.7665405273438,"0008_2_6","0008_2_6 34"
"|",87.6663360595703,"0008_2_7","0008_2_7 1"
"CHATEAU",96.3655624389648,"0008_2_7","0008_2_7 2"
"PALMER",96.3839721679688,"0008_2_7","0008_2_7 3"
"(Margaux)",96.3366394042969,"0008_2_7","0008_2_7 4"
"8",23.6125793457031,"0008_2_7","0008_2_7 5"
"Cee",0,"0008_2_7","0008_2_7 6"
"0",53.4871826171875,"0008_2_7","0008_2_7 7"
"wie",0,"0008_2_7","0008_2_7 8"
"iene",0,"0008_2_7","0008_2_7 9"
"Ce",43.1830368041992,"0008_2_7","0008_2_7 10"
"ete",12.4855194091797,"0008_2_7","0008_2_7 11"
"Dee",23.0452575683594,"0008_2_7","0008_2_7 12"
"ele",16.8030624389648,"0008_2_7","0008_2_7 13"
"Te",37.9756202697754,"0008_2_7","0008_2_7 14"
"neti",0,"0008_2_7","0008_2_7 15"
"Sec",20.1814117431641,"0008_2_7","0008_2_7 16"
"eo",19.4561386108398,"0008_2_7","0008_2_7 17"
"ell",32.6959228515625,"0008_2_7","0008_2_7 18"
"al",48.9212951660156,"0008_2_7","0008_2_7 19"
"ie",0,"0008_2_7","0008_2_7 20"
"iniiieiie",0,"0008_2_7","0008_2_7 21"
"Te",26.9677658081055,"0008_2_7","0008_2_7 22"
"el",39.2458724975586,"0008_2_7","0008_2_7 23"
"ieriie",0,"0008_2_7","0008_2_7 24"
"ie",25.7671051025391,"0008_2_7","0008_2_7 25"
"nti",0.160537719726562,"0008_2_7","0008_2_7 26"
"ele",0.8388671875,"0008_2_7","0008_2_7 27"
"he",9.92072296142578,"0008_2_7","0008_2_7 28"
"<",29.4268493652344,"0008_2_7","0008_2_7 29"
"%",0,"0008_2_7","0008_2_7 30"
"47.75",96.1413650512695,"0008_2_7","0008_2_7 31"
"B35",96.540657043457,"0008_2_7","0008_2_7 32"
"|",87.6422424316406,"0008_2_8","0008_2_8 1"
"CHATEAU",92.1610641479492,"0008_2_8","0008_2_8 2"
"LATOUR-A-POMEROL",91.2635192871094,"0008_2_8","0008_2_8 3"
"(Pomerol)",86.1130065917969,"0008_2_8","0008_2_8 4"
"48.50",96.3929977416992,"0008_2_8","0008_2_8 5"
"B41",95.2608795166016,"0008_2_8","0008_2_8 6"
"CHATEAU",93.2904663085938,"0008_2_9","0008_2_9 1"
"LATOUR",93.0231704711914,"0008_2_9","0008_2_9 2"
"HAUT",93.3016052246094,"0008_2_9","0008_2_9 3"
"BRION",93.2568206787109,"0008_2_9","0008_2_9 4"
"(Graves)",96.0451889038086,"0008_2_9","0008_2_9 5"
"BIT",23.4313659667969,"0008_2_9","0008_2_9 6"
"eT",21.5377807617188,"0008_2_9","0008_2_9 7"
"AL",29.8694763183594,"0008_2_9","0008_2_9 8"
"IS",19.9654998779297,"0008_2_9","0008_2_9 9"
"Se",28.4911346435547,"0008_2_9","0008_2_9 10"
"Te",23.5600891113281,"0008_2_9","0008_2_9 11"
"ae",19.389762878418,"0008_2_9","0008_2_9 12"
"55.75",89.0003433227539,"0008_2_9","0008_2_9 13"
"B43",94.8998794555664,"0008_2_9","0008_2_9 14"
"i",72.3141937255859,"0008_2_10","0008_2_10 1"
"CHATEAU",96.379524230957,"0008_2_10","0008_2_10 2"
