"price_raw","confidence","type_new","price_new","cluster","table","row","column","entry_id","name_id","text.true","truth_entered_by","col.header","text","text_raw","name","id","file_id","country","year","color","variety","region","province","designation"
"2.49",95.5977478027344,TRUE,"2.49",1,1,32,1,"0267_1_26","0267_1_32","1.35","David","Bottle","CHATEAU LEOVILLE POYFERRE","249 CHATEAU LEOVILLE POYFERRE (St. Julien)","CHATEAU LEOVILLE POYFERRE (St. Julien)","249","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"1.35",1.92118835449219,TRUE,"1.35",1,1,34,1,"0267_1_27","0267_1_34","2.79","David","Bottle","Bottles","1/2 Bottles","Bottles","1/2","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"3.99",96.4555969238281,TRUE,"3.99",1,1,36,1,"0267_1_28","0267_1_36","4.79","David","Bottle","CHATEAU MOUTON ROTHSCHILD","158 CHATEAU MOUTON ROTHSCHILD (Pauillac)","CHATEAU MOUTON ROTHSCHILD (Pauillac)","158","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"2.79",83.135009765625,TRUE,"2.79",1,1,37,1,"0267_1_29","0267_1_37","2.29","David","Bottle","CHATEAU PALMER","171 CHATEAU PALMER (Margaux)","CHATEAU PALMER (Margaux)","171","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"2.99",88.3807601928711,TRUE,"2.99",1,1,38,1,"0267_1_30","0267_1_38","4.99","David","Bottle","CHATEAU CALON SEGUR","876 CHATEAU CALON SEGUR (St. Estephe)","CHATEAU CALON SEGUR (St. Estephe)","876","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"4.79",86.1112670898438,TRUE,"4.79",1,1,40,1,"0267_1_31","0267_1_40","1.99","David","Bottle","LCRA lLAU AAUL BRIVUIN","LCRA lLAU AAUL BRIVUIN (LUraves)","LCRA lLAU AAUL BRIVUIN (LUraves)","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2.29",93.3784713745117,TRUE,"2.29",1,1,41,1,"0267_1_32","0267_1_41","6.25","David","Bottle","CHATEAU KIRWAN","140 CHATEAU KIRWAN (Haut Medoc)","CHATEAU KIRWAN (Haut Medoc)","140","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Haut Medoc"")","NULL","NULL"
"4.99",95.4641647338867,TRUE,"4.99",1,1,42,1,"0267_1_33","0267_1_42","2.79","David","Bottle","CHATEAU LAFITE ROTHSCHILD","CHATEAU LAFITE ROTHSCHILD (Pauillac)","CHATEAU LAFITE ROTHSCHILD (Pauillac)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"2.79",79.5795211791992,TRUE,"2.79",1,1,43,1,"0267_1_34","0267_1_43","2.49","David","Bottle","CHATEAU LASCOMBES","399 CHATEAU LASCOMBES (Margaux)","CHATEAU LASCOMBES (Margaux)","399","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"1.99",85.1221618652344,TRUE,"1.99",1,1,44,1,"0267_1_35","0267_1_44","3.75","David","Bottle","CHATEAU LASCOMBES","877 CHATEAU LASCOMBES (Margaux)","CHATEAU LASCOMBES (Margaux)","877","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"6.25",78.5771179199219,TRUE,"6.25",1,1,45,1,"0267_1_36","0267_1_45","3.49","David","Bottle","CHATEAU AUSONE","199 CHATEAU AUSONE (St. Emilion)","CHATEAU AUSONE (St. Emilion)","199","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Emilion"")","NULL","NULL"
"2.79",96.2204818725586,TRUE,"2.79",1,1,46,1,"0267_1_37","0267_1_46","2.49","David","Bottle","CHATEAU BRANAIRE DUCRU","132 CHATEAU BRANAIRE DUCRU (St. Julien)","CHATEAU BRANAIRE DUCRU (St. Julien)","132","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"2.49",92.3886795043945,TRUE,"2.49",1,1,47,1,"0267_1_38","0267_1_47","1.35","David","Bottle","CHATEAU BEAU SITE","46 CHATEAU BEAU SITE (St. Estephe)","CHATEAU BEAU SITE (St. Estephe)","46","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"3,75",84.4583206176758,TRUE,"3.75",1,1,48,1,"0267_1_39","0267_1_48",NA,NA,"Bottle","CHATEAU CALON SEGUR","CHATEAU CALON SEGUR (St. Estephe)","CHATEAU CALON SEGUR (St. Estephe)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"3.49",91.8617553710938,TRUE,"3.49",1,1,49,1,"0267_1_40","0267_1_49",NA,NA,"Bottle","CHATEAU CARRUADES DE LAFITE ROTHSCHILD","879 CHATEAU CARRUADES DE LAFITE ROTHSCHILD","CHATEAU CARRUADES DE LAFITE ROTHSCHILD","879","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2.49",71.3039703369141,TRUE,"2.49",1,1,50,1,"0267_1_41","0267_1_50",NA,NA,"Bottle","aS deta beter Fe do Md ci med FE fe oP SL KY WW 8 PE LE A EA ay] 209 CHATEAU CHASSE SPLEEN","aS deta beter Fe do Md ci med FE fe oP, SL KY WW 8 PE LE A EA ay] 209 CHATEAU CHASSE SPLEEN (Moulis, Medoc)","aS deta beter Fe do Md ci med FE fe oP, SL KY WW 8 PE LE A EA ay] 209 CHATEAU CHASSE SPLEEN (Moulis, Medoc)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","Moulis","NULL","NULL"
"1.35",79.9859771728516,TRUE,"1.35",1,1,51,1,"0267_1_42","0267_1_51",NA,NA,"Bottle","bottles","1/4 bottles","bottles","1/4","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"12.50",84.932487487793,TRUE,"12.50",2,1,1,2,"0267_1_43","0267_1_1","12.50","David","Case","RORDEAUX ROUGE Boyer kreres","RORDEAUX ROUGE 1959, Boyer kreres","RORDEAUX ROUGE , Boyer kreres","NULL","UCD_Lehmann_0267","NULL","1959","red","NULL","NULL","NULL","NULL"
"14,50",93.647087097168,TRUE,"14.50",2,1,2,2,"0267_1_44","0267_1_2","14.50","David","Case","BORDEAUX f","189 BORDEAUX f","BORDEAUX f","189","UCD_Lehmann_0267","France","NULL","NULL","NULL","NULL","list(province = ""Bordeaux"")","NULL"
"15. 50",91.0932922363281,TRUE,"15.50",2,1,3,2,"0267_1_45","0267_1_3","15.50","David","Case","od] Cal Co Bo Seon Sl 205 ett IE od 211 MEDOC Boyer Freres","od] Cal Co Bo Seon Sl 205 ett IE od 211 MEDOC 1959, Boyer Freres","od] Cal Co Bo Seon Sl 205 ett IE od 211 MEDOC , Boyer Freres","NULL","UCD_Lehmann_0267","France","1959","NULL","NULL","Medoc","NULL","NULL"
"17.50",46.944091796875,TRUE,"17.50",2,1,5,2,"0267_1_46","0267_1_5","14.50","David","Case","MEDOC Boyer Freres 1Q72 1/2 Bottles","211 MEDOC 1959, Boyer Freres 1Q72 1/2 Bottles","MEDOC , Boyer Freres 1Q72 1/2 Bottles","211","UCD_Lehmann_0267","France","1959","NULL","NULL","list(region = ""Medoc"")","NULL","NULL"
"14.50",56.4687423706055,TRUE,"14.50",2,1,6,2,"0267_1_47","0267_1_6","15.50","David","Case","/2 Bottles 1097 Magnums","183 /2 Bottles 1097 Magnums","/2 Bottles 1097 Magnums","183","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"15.30",59.1574287414551,TRUE,"15.30",2,1,7,2,"0267_1_48","0267_1_7","17.50","David","Case","Magnums vie cr TAIT TION 0 Bover Freres","192 Magnums vie cr TAIT TION 19580 Bover Freres","Magnums vie cr TAIT TION 0 Bover Freres","192","UCD_Lehmann_0267","NULL","1958","NULL","NULL","NULL","NULL","NULL"
"17.50",95.4661483764648,TRUE,"17.50",2,1,8,2,"0267_1_49","0267_1_8","34.50","David","Case","/ 2 Botties","/ 2 Botties","/ 2 Botties","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
".50",89.1490783691406,TRUE,"0.50",2,1,9,2,"0267_1_50","0267_1_9","36.50","David","Case","1/& DOLLLED RED BORDEAUX CHATEAU BOTTLINGS VINT AGE 7132 CHATEAU BATAILLEY","208 1/& DOLLLED RED BORDEAUX - CHATEAU BOTTLINGS 1959 VINT AGE 7132 CHATEAU BATAILLEY (Pauillac)","1/& DOLLLED RED BORDEAUX - CHATEAU BOTTLINGS VINT AGE 7132 CHATEAU BATAILLEY (Pauillac)","208","UCD_Lehmann_0267","France","1959","red","NULL","list(region = ""Pauillac"")","Bordeaux","NULL"
"18. 00",86.9164276123047,TRUE,"18.00",2,1,12,2,"0267_1_51","0267_1_12","27.95","David","Case","CHATEAU DU ROC 212Q 1/2 Bottles","721 CHATEAU DU ROC 212Q 1/2 Bottles","CHATEAU DU ROC 212Q 1/2 Bottles","721","UCD_Lehmann_0267","France","NULL","NULL","NULL","NULL","NULL","NULL"
"27.95",92.1806182861328,TRUE,"27.95",2,1,13,2,"0267_1_52","0267_1_13","29.95","David","Case","CHATE AU KIRWAN","CHATE AU KIRWAN (Haut Medoc)","CHATE AU KIRWAN (Haut Medoc)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Haut Medoc"")","NULL","NULL"
"29.95",92.6308212280273,TRUE,"29.95",2,1,14,2,"0267_1_53","0267_1_14","24.75","David","Case","rai ww ACE A A we v A eT AE RT a B AAC MIETIY","rai ww ACE A A we v A eT AE RT a B AAC MIETIY (Coe eves Yim)","rai ww ACE A A we v A eT AE RT a B AAC MIETIY (Coe eves Yim)","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"24.75",66.2474212646484,TRUE,"24.75",2,1,15,2,"0267_1_54","0267_1_15","26.75","David","Case","CHATEAU LA GRACE DIEU","722 CHATEAU LA GRACE DIEU (5t. milion)","CHATEAU LA GRACE DIEU (5t. milion)","722","UCD_Lehmann_0267","France","NULL","NULL","NULL","NULL","NULL","NULL"
"26.75",93.5871505737305,TRUE,"26.75",2,1,16,2,"0267_1_55","0267_1_16","22.65","David","Case","Bottles","1/4 Bottles","Bottles","1/4","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"23.65",95.6879806518555,TRUE,"23.65",2,1,19,2,"0267_1_56","0267_1_19","27.00","David","Case","","","","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"27.00",92.9834747314453,TRUE,"27.00",2,1,20,2,"0267_1_57","0267_1_20","21.50","David","Case","","","","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"21.50",94.3556289672852,TRUE,"21.50",2,1,21,2,"0267_1_58","0267_1_21","23.50","David","Case","CHATEAU TIMBERLAY","115 CHATEAU TIMBERLAY (Bordeaux Superior)","CHATEAU TIMBERLAY (Bordeaux Superior)","115","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Bordeaux Superieur"")","NULL","NULL"
"23.50",94.097900390625,TRUE,"23.50",2,1,22,2,"0267_1_59","0267_1_22","27.95","David","Case","CHATEAU TIMBERLAY 163 1/2 Bottles","115 CHATEAU TIMBERLAY (Bordeaux Superior) 163 1/2 Bottles","CHATEAU TIMBERLAY (Bordeaux Superior) 163 1/2 Bottles","115","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Bordeaux Superieur"")","NULL","NULL"
"27.95",95.7395782470703,TRUE,"27.95",2,1,23,2,"0267_1_60","0267_1_23","31.50","David","Case","1/2 Bottles A very good year readier to drink than 1957s 178 CHATEAU BARON PHILLIPE","163 1/2 Bottles 1958 VINTAGE - A very good year - readier to drink than 1957s. 178 CHATEAU BARON PHILLIPE (Pauillac)","1/2 Bottles VINTAGE - A very good year - readier to drink than 1957s. 178 CHATEAU BARON PHILLIPE (Pauillac)","163","UCD_Lehmann_0267","France","1958","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"31.50",94.0832977294922,TRUE,"31.50",2,1,24,2,"0267_1_61","0267_1_24","31.50","David","Case","CHATEAU BEYCHEVILLE","153 CHATEAU BEYCHEVILLE (St. Julien)","CHATEAU BEYCHEVILLE (St. Julien)","153","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"31.50",96.3072662353516,TRUE,"31.50",2,1,25,2,"0267_1_62","0267_1_25","45.75","David","Case","CHATEAU COS D'ESTOURNEL","286 CHATEAU COS D'ESTOURNEL (St. Estephe)","CHATEAU COS D'ESTOURNEL (St. Estephe)","286","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"45.75",93.4845352172852,TRUE,"45.75",2,1,26,2,"0267_1_63","0267_1_26","49.00","David","Case","CHATEAU HAUT BRION","212 CHATEAU HAUT BRION (Graves)","CHATEAU HAUT BRION (Graves)","212","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Graves"")","NULL","NULL"
"49.00",95.1057281494141,TRUE,"49.00",2,1,27,2,"0267_1_64","0267_1_27","51.00","David","Case","CHATEAU LAFITE ROTHSCHILD","128 CHATEAU LAFITE ROTHSCHILD (Pauillac)","CHATEAU LAFITE ROTHSCHILD (Pauillac)","128","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"51.00",95.6251525878906,TRUE,"51.00",2,1,28,2,"0267_1_65","0267_1_28","42.50","David","Case","1/2 Bottles","130 1/2 Bottles","1/2 Bottles","130","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"42.50",96.0746994018555,TRUE,"42.50",2,1,29,2,"0267_1_66","0267_1_29","27.95","David","Case","CHATEAU LATOUR","149 CHATEAU LATOUR (Pauillac)","CHATEAU LATOUR (Pauillac)","149","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"27.95",95.2229080200195,TRUE,"27.95",2,1,30,2,"0267_1_67","0267_1_30","27.95","David","Case","CHATEAU LASCOMBES","240 CHATEAU LASCOMBES (Margaux)","CHATEAU LASCOMBES (Margaux)","240","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"27.95",95.8439331054688,TRUE,"27.95",2,1,31,2,"0267_1_68","0267_1_31","27.95","David","Case","CHATEAU LEOVILLE LASCASES","502 CHATEAU LEOVILLE LASCASES (St. Julien)","CHATEAU LEOVILLE LASCASES (St. Julien)","502","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"27.95",93.8683776855469,TRUE,"27.95",2,1,33,2,"0267_1_69","0267_1_33","45.75","David","Case","“ronal LAU LODYUVILLLD SUID LAN Lo pn At J Uuiiciyy","x7 “ronal LAU LODYUVILLLD SUID LAN Lo pn At. J Uuiiciyy","“ronal LAU LODYUVILLLD SUID LAN Lo pn At. J Uuiiciyy","x7","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"29.95",94.9284591674805,TRUE,"29.95",2,1,35,2,"0267_1_70","0267_1_35","34.50","David","Case","/& DOLLLIC OS","1/& DOLLLIC OS","/& DOLLLIC OS","1","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"45.75",95.7396469116211,TRUE,"45.75",2,1,36,2,"0267_1_71","0267_1_36","54.00","David","Case","CHATEAU MOUTON ROTHSCHILD","158 CHATEAU MOUTON ROTHSCHILD (Pauillac)","CHATEAU MOUTON ROTHSCHILD (Pauillac)","158","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"31.50",95.5270385742188,TRUE,"31.50",2,1,37,2,"0267_1_72","0267_1_37","24.75","David","Case","CHATEAU PALMER","171 CHATEAU PALMER (Margaux)","CHATEAU PALMER (Margaux)","171","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"34.50",37.1229934692383,TRUE,"34.50",2,1,38,2,"0267_1_73","0267_1_38","56.50","David","Case","CHATEAU CALON SEGUR","876 CHATEAU CALON SEGUR (St. Estephe)","CHATEAU CALON SEGUR (St. Estephe)","876","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"54. 00",96.5508651733398,TRUE,"54.00",2,1,39,2,"0267_1_74","0267_1_39","31.50","David","Case","BRION","(Graves) BRION","(Graves) BRION","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","list(region = ""Graves"")","NULL","NULL"
"56. 50",95.0406341552734,TRUE,"56.50",2,1,42,2,"0267_1_75","0267_1_42","31.50","David","Case","CHATEAU LAFITE ROTHSCHILD","CHATEAU LAFITE ROTHSCHILD (Pauillac)","CHATEAU LAFITE ROTHSCHILD (Pauillac)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"67.50",77.1757431030273,TRUE,"67.50",2,1,45,2,"0267_1_76","0267_1_45","38.75","David","Case","CHATEAU AUSONE","199 CHATEAU AUSONE (St. Emilion)","CHATEAU AUSONE (St. Emilion)","199","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Emilion"")","NULL","NULL"
"31.50",82.0254058837891,TRUE,"31.50",2,1,46,2,"0267_1_77","0267_1_46","27.95","David","Case","CHATEAU BRANAIRE DUCRU","132 CHATEAU BRANAIRE DUCRU (St. Julien)","CHATEAU BRANAIRE DUCRU (St. Julien)","132","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"27.95",95.5658874511719,TRUE,"27.95",2,1,47,2,"0267_1_78","0267_1_47","29.95","David","Case","CHATEAU BEAU SITE","46 CHATEAU BEAU SITE (St. Estephe)","CHATEAU BEAU SITE (St. Estephe)","46","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"40. 50",79.01220703125,TRUE,"40.50",2,1,48,2,"0267_1_79","0267_1_48",NA,NA,"Case","CHATEAU CALON SEGUR","CHATEAU CALON SEGUR (St. Estephe)","CHATEAU CALON SEGUR (St. Estephe)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"38.75",93.3569564819336,TRUE,"38.75",2,1,49,2,"0267_1_80","0267_1_49",NA,NA,"Case","CHATEAU CARRUADES DE LAFITE ROTHSCHILD","879 CHATEAU CARRUADES DE LAFITE ROTHSCHILD","CHATEAU CARRUADES DE LAFITE ROTHSCHILD","879","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
".95",36.9579277038574,TRUE,"0.95",2,1,50,2,"0267_1_81","0267_1_50",NA,NA,"Case","aS deta beter Fe do Md ci med FE fe oP SL KY WW 8 PE LE A EA ay] 209 CHATEAU CHASSE SPLEEN","aS deta beter Fe do Md ci med FE fe oP, SL KY WW 8 PE LE A EA ay] 209 CHATEAU CHASSE SPLEEN (Moulis, Medoc)","aS deta beter Fe do Md ci med FE fe oP, SL KY WW 8 PE LE A EA ay] 209 CHATEAU CHASSE SPLEEN (Moulis, Medoc)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","Moulis","NULL","NULL"
"6.49",90.1059265136719,TRUE,"6.49",3,2,1,1,"0267_2_82","0267_2_1","6.49","David","Bottle","CHATEAU CHEVAL BLANC","184 CHATEAU CHEVAL BLANC (St. Emilion)","CHATEAU CHEVAL BLANC (St. Emilion)","184","UCD_Lehmann_0267","France","NULL","white","NULL","list(region = ""Saint Emilion"")","NULL","NULL"
"3.49",92.426628112793,TRUE,"3.49",3,2,2,1,"0267_2_83","0267_2_2","3.49","David","Bottle","CHATEAU COS D'ESTOURNEL","881 CHATEAU COS D'ESTOURNEL (St. Estephe)","CHATEAU COS D'ESTOURNEL (St. Estephe)","881","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"1.09",93.7055892944336,TRUE,"1.09",3,2,4,1,"0267_2_84","0267_2_4","1.09","David","Bottle","CHATEAU FIGEAC 1/2 Bottles","214 CHATEAU FIGEAC (St. Emilion) - 1/2 Bottles","CHATEAU FIGEAC (St. Emilion) - 1/2 Bottles","214","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Emilion"")","NULL","NULL"
"2.49",92.0809631347656,TRUE,"2.49",3,2,5,1,"0267_2_85","0267_2_5","2.49","David","Bottle","882 CHATEAU GISCOURS","- 882 CHATEAU GISCOURS (Margaux)","- 882 CHATEAU GISCOURS (Margaux)","NULL","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"3.50",95.4917755126953,TRUE,"3.50",3,2,8,1,"0267_2_86","0267_2_8","3.50","David","Bottle","CHATEAU GRUAUD LAROSE","122 CHATEAU GRUAUD LAROSE (St. Julien)","CHATEAU GRUAUD LAROSE (St. Julien)","122","UCD_Lehmann_0267","France","NULL","rose","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"2.79",96.1645965576172,TRUE,"2.79",3,2,9,1,"0267_2_87","0267_2_9","2.79","David","Bottle","CHATEAU HAUT BATAILLEY","187 CHATEAU HAUT BATAILLEY (Pauillac)","CHATEAU HAUT BATAILLEY (Pauillac)","187","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"7.49",85.6709289550781,TRUE,"7.49",3,2,12,1,"0267_2_88","0267_2_12","7.49","David","Bottle","CHATEAU LAFITE ROTHSCHILD","196 CHATEAU LAFITE ROTHSCHILD (Pauillac)","CHATEAU LAFITE ROTHSCHILD (Pauillac)","196","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"2.59",94.7313919067383,TRUE,"2.59",3,2,15,1,"0267_2_89","0267_2_15","2.59","David","Bottle","CHATEAU LA GARDE","114 CHATEAU LA GARDE (Graves)","CHATEAU LA GARDE (Graves)","114","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Graves"")","NULL","NULL"
"1.45",86.2822341918945,TRUE,"1.45",3,2,17,1,"0267_2_90","0267_2_17",".74","David","Bottle","f/f 1 FYYY A TTT A YY v A v 19% wv a ap","f/f 1 - FYYY A TTT A YY v A v   19% wv a ap","f/f 1 - FYYY A TTT A YY v A v 19% wv a ap","NULL","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
".74",86.3248519897461,TRUE,"0.74",3,2,18,1,"0267_2_91","0267_2_18","5.49","David","Bottle","CHATEAU LALANDE 1/2 Bottles","613 CHATEAU LALANDE (Listrac, Medoc) - 1/2 Bottles","CHATEAU LALANDE (Listrac, Medoc) - 1/2 Bottles","613","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Listrac Medoc"")","NULL","NULL"
"5.49",95.7509231567383,TRUE,"5.49",3,2,19,1,"0267_2_92","0267_2_19","2.49","David","Bottle","CHATEAU LATOUR","348 CHATEAU LATOUR (Pauillac)","CHATEAU LATOUR (Pauillac)","348","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"2.79",91.5432434082031,TRUE,"2.79",3,2,21,1,"0267_2_93","0267_2_21","2.79","David","Bottle","CHATEAU LEOVILLE LASCASES","884 CHATEAU LEOVILLE LASCASES (St. Julien)","CHATEAU LEOVILLE LASCASES (St. Julien)","884","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"2.79",86.8331604003906,TRUE,"2.79",3,2,22,1,"0267_2_94","0267_2_22","2.99","David","Bottle","CHATEAU LEOVILLE POYFERRE","64 CHATEAU LEOVILLE POYFERRE (St. Julien)","CHATEAU LEOVILLE POYFERRE (St. Julien)","64","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Julien"")","NULL","NULL"
"2.99",95.4942016601562,TRUE,"2.99",3,2,23,1,"0267_2_95","0267_2_23","6.19","David","Bottle","CHATEAU LYNCH BAGES","260 CHATEAU LYNCH BAGES (Pauillac)","CHATEAU LYNCH BAGES (Pauillac)","260","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"6.19",32.1820831298828,TRUE,"6.19",3,2,24,1,"0267_2_96","0267_2_24","2.99","David","Bottle","CHATEAU MARGAUX","162 CHATEAU MARGAUX (Margaux)","CHATEAU MARGAUX (Margaux)","162","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Margaux"")","NULL","NULL"
"2.99",91.7650756835938,TRUE,"2.99",3,2,25,1,"0267_2_97","0267_2_25","6.49","David","Bottle","CHATEAU MONTROSE","596 CHATEAU MONTROSE (St. Estephe)","CHATEAU MONTROSE (St. Estephe)","596","UCD_Lehmann_0267","France","NULL","rose","NULL","list(region = ""Saint Estephe"")","NULL","NULL"
"6. 49",94.6567993164062,TRUE,"6.49",3,2,26,1,"0267_2_98","0267_2_26","2.79","David","Bottle","CHATEAU MOUTON ROTHSCHILD 6","160 CHATEAU MOUTON ROTHSCHILD (Pauillac) 6.","CHATEAU MOUTON ROTHSCHILD (Pauillac) 6.","160","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pauillac"")","NULL","NULL"
"2.79",86.2783203125,TRUE,"2.79",3,2,27,1,"0267_2_99","0267_2_27","2.99","David","Bottle","CHATEAU NENIN","886 CHATEAU NENIN (Pomerol)","CHATEAU NENIN (Pomerol)","886","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Pomerol"")","NULL","NULL"
"2.99",93.9783172607422,TRUE,"2.99",3,2,28,1,"0267_2_100","0267_2_28","2.49","David","Bottle","CHATEAU PICHON LONGUEVILLE LALANDE","654 CHATEAU PICHON LONGUEVILLE LALANDE","CHATEAU PICHON LONGUEVILLE LALANDE","654","UCD_Lehmann_0267","France","NULL","NULL","NULL","NULL","NULL","NULL"
"2.19",94.6338348388672,TRUE,"2.19",3,2,30,1,"0267_2_101","0267_2_30","1.19","David","Bottle","CHATEAU RIPEAU","179 CHATEAU RIPEAU (St. Emilion)","CHATEAU RIPEAU (St. Emilion)","179","UCD_Lehmann_0267","France","NULL","NULL","NULL","list(region = ""Saint Emilion"")","NULL","NULL"
"1.19",94.1297378540039,TRUE,"1.19",3,2,31,1,"0267_2_102","0267_2_31","4.98","David","Bottle","ON 2 wR rT AY TR RN On RS AT TR a 1/2 Bottles PR","485 ON 2 wR rT AY TR RN On. RS AT TR. a 1/2 Bottles PR","ON 2 wR rT AY TR RN On. RS AT TR. a 1/2 Bottles PR","485","UCD_Lehmann_0267","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
