X,d7001g-000,4000,6000
X,d7001g-001,4000,6000
X,d7001g-002,4000,6000
X,d7001g-003,4000,6000
X,d7001g-004,4000,6000
X,d7001g-005,4000,6000
X,d7001g-006,4000,6000
X,d7001g-007,4000,6000
X,d70597-017,4000,6000
X,d70597-000,4000,6000
X,d70597-001,4000,6000
X,d70597-002,4000,6000
X,d70597-003,4000,6000
X,d70597-004,4000,6000
X,d70597-005,4000,6000
X,d70597-006,4000,6000
X,d70597-007,4000,6000
X,d70597-008,4000,6000
X,d70597-009,4000,6000
X,d70597-010,4000,6000
X,d70597-011,4000,6000
X,d70597-012,4000,6000
X,d70597-013,4000,6000
X,d70597-014,4000,6000
X,d70597-015,4000,6000
X,d70597-016,4000,6000
X,d70597-018,4000,6000
X,d70597-019,4000,6000
X,d70597-020,4000,6000
X,d70597-021,4000,6000
X,d70597-022,4000,6000
X,d70597-023,4000,6000
X,d70597-024,4000,6000
X,d70597-025,4000,6000
X,d70597-026,4000,6000
X,d70597-027,4000,6000
X,d70597-028,4000,6000
X,d70597-029,4000,6000
X,d70597-030,4000,6000
X,d70597-031,4000,6000
X,d70597-032,4000,6000
X,d70597-033,4000,6000
X,d70597-034,4000,6000
X,d70597-035,4000,6000
X,d70597-036,4000,6000
X,d70597-037,4000,6000
X,d70597-038,4000,6000
X,d7088w-000,4000,6000
X,d7088w-001,4000,6000
X,d7088w-002,4000,6000
X,d7088w-003,4000,6000
X,d7088w-004,4000,6000
X,d7088w-005,4000,6000
X,d7088w-006,4000,6000
X,d7088w-007,4000,6000
X,d7088w-008,4000,6000
X,d7088w-009,4000,6000
X,d70c7j-000,4000,6000
X,d70c7j-001,4000,6000
X,d70c7j-002,4000,6000
X,d70c7j-003,4000,6000
X,d70c7j-004,4000,6000
X,d70c7j-005,4000,6000
X,d70c7j-006,4000,6000
X,d70c7j-007,4000,6000
X,d70c7j-008,4000,6000
X,d70c7j-009,4000,6000
X,d70c7j-010,4000,6000
X,d70c7j-011,4000,6000
X,d70c7j-012,4000,6000
X,d70c7j-013,4000,6000
X,d70c7j-014,4000,6000
X,d70c7j-015,4000,6000
X,d70k5v-000,6000,4000
X,d70k5v-001,6000,4000
X,d70k5v-002,6000,4000
X,d70k5v-003,6000,4000
X,d70k5v-004,6000,4000
X,d70k5v-005,6000,4000
X,d70k5v-006,6000,4000
X,d70k5v-007,6000,4000
X,d70k5v-008,6000,4000
X,d70k5v-009,6000,4000
X,d70k5v-010,6000,4000
X,d70k5v-011,6000,4000
X,d70k5v-012,6000,4000
X,d70k5v-013,6000,4000
X,d70k5v-014,6000,4000
X,d70k5v-015,6000,4000
X,d70k5v-016,6000,4000
X,d70k5v-017,6000,4000
X,d70p4h-000,4000,6000
X,d70p4h-001,4000,6000
X,d70p4h-002,4000,6000
X,d70w2t-000,4000,6000
X,d70w2t-001,4000,6000
X,d70w2t-002,4000,6000
X,d70w2t-003,4000,6000
X,d70w2t-004,4000,6000
X,d70w2t-005,4000,6000
X,d70w2t-006,4000,6000
X,d70w2t-007,4000,6000
X,d70w2t-008,4000,6000
X,d70w2t-009,4000,6000
X,d70w2t-010,4000,6000
X,d70w2t-011,4000,6000
X,d70w2t-012,4000,6000
X,d70w2t-013,4000,6000
X,d70w2t-014,4000,6000
X,d70w2t-015,4000,6000
X,d7101s-017,4000,6000
X,d7101s-000,4000,6000
X,d7101s-001,4000,6000
X,d7101s-002,4000,6000
X,d7101s-003,4000,6000
X,d7101s-004,4000,6000
X,d7101s-005,4000,6000
X,d7101s-006,4000,6000
X,d7101s-007,4000,6000
X,d7101s-008,4000,6000
X,d7101s-009,4000,6000
