mark_id,user_id,page_id,xy,type,wine_type,color,country,name,section,anonymous,vintage,bottle_type,perprice,caseprice,created,updated
acb36302-9b6c-4132-a880-134c94cdd06c,TKNXxHLRdBabmK0sVMjg2H5szIA2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{109,1066}",wine,Still,Red,France,Bollinger Brut,French Champaignes,t,0,Split,2.1,45.36,2017-04-10 14:38:51,2017-04-10 14:38:51
b7e509c8-bd33-4094-a611-15bddcf97792,google-oauth2|101609841353936434386,0a0a601c-d9c9-478d-bd67-05c76997629d,"{638,641}",wine,Still,Red,France,Chateau Beaumont,Red Bordeaux,f,1975,Standard,4.99,58.5,2017-06-27 16:32:08,2017-06-27 16:32:08
24598db1-b75d-41d3-ba8d-b21f60c64123,nTm3LmkdmXOzvX6vrVtGnvRQpOv2,79d3478f-8769-4e88-82d0-202eab87a94d,"{175,234}",wine,Sparkling,White,France,Louis Roederer Cristal,Champagnes for the Holidays,,1947,Standard,9,97.18,2017-04-03 19:52:57,2017-04-03 19:52:57
af393d1f-7a70-4bcc-b9ac-6a4a96247574,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{107,863}",wine,Sparkling,White,France,Charles Heidsieck Brut,French Champagn,t,0,Standard,6.6,71.29,2017-05-24 18:08:46,2017-05-24 18:08:46
c01ac287-e089-4a7c-bc89-e4a180ca8079,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{283,892}",wine,Still,White,France,Bollinger Brut,French Champagnes,t,1956,Magnum,18.49,99.85,2017-05-24 17:52:50,2017-05-24 17:52:50
b1e05820-ee77-44db-ad5e-4c41e45b216e,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{281,906}",wine,Sparkling,White,France,Bollinger Brut,French Champagne,,1956,Half Bottle,4.72,101.95,2017-05-24 17:51:58,2017-06-01 22:03:48
1977159e-1c77-4333-9f89-67039dd428c2,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{111,926}",wine,Sparkling,White,France,Bollinger Brut,French Champagnes,,1955,Standard,8.85,95.58,2017-05-24 17:51:04,2017-06-01 22:05:26
e42f39a4-2b66-4dc2-a38a-7426cecde952,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{279,938}",wine,Sparkling,White,France,Bollinger Brut,French Champagne,t,1953,Jeroboam,41.12,74.02,2017-05-24 17:43:20,2017-05-24 17:43:20
cd26ff48-56d4-4206-b472-de27c58e5bfd,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{114,970}",wine,Sparkling,White,France,Bollinger Brut,French Champagne,,1953,Magnum,19.89,107.41,2017-05-24 17:30:10,2017-06-01 23:34:02
5d876ac7-0bab-4388-929b-0aa34db8c4b3,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{109,989}",wine,Sparkling,White,France,Bollinger Brut,French Champagne,,1952,Standard,9.54,103.03,2017-05-24 17:28:19,2017-06-01 23:34:23
71911672-e711-49a9-b5ec-47263de27cc8,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{281,1015}",wine,Sparkling,White,France,Bollinger Brut,French Champagnes,,0,Magnum,14.79,79.87,2017-05-24 17:27:36,2017-06-01 23:35:31
17c9bdd5-ec82-498b-95ad-94b4e6f31f69,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{275,1031}",wine,Sparkling,White,France,Bollinger Brut,French Champagnes,,0,Half Bottle,3.79,81.8,2017-05-24 17:26:45,2017-06-01 23:36:08
bc4791c9-db3b-4778-a035-20d70e461f99,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{279,1065}",wine,Sparkling,White,France,Ayala Gold Label Brut,French Champagnes,,1955,Magnum,10.59,60,2017-05-24 17:25:49,2017-06-01 23:36:30
5f0822e2-1b3b-4f41-856c-3393f7e02394,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{274,1079}",wine,Sparkling,White,France,Ayala Gold Label Brut,French Champagnes,,1955,Half Bottle,2.79,59.73,2017-05-24 17:25:01,2017-06-01 23:36:57
5ef0f1aa-c4f8-496e-b13a-148c92701604,EqMwLNF3EASx90cUfkFRrRuJN5V2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{115,1103}",wine,Sparkling,White,France,Ayala Gold Label Brut,French Champagnes,,1955,Standard,4.99,56.5,2017-05-24 17:24:04,2017-05-24 17:24:04
c19b9db2-add7-4517-b803-bb11939f6401,bka2Uc2YUJQeX0oIPZfArgkyEEv2,53d26bb7-8b10-47d6-89da-34883c0cc324,"{110,697}",wine,Sparkling,White,France,Krug Brut Reserve Private Cuvee,French champagne,,0,Standard,6.98,75.4,2017-05-09 20:26:28,2017-05-09 20:26:28
01204a75-204d-455a-a8ac-bfeb8d704bc3,google-oauth2|113953518878183929795,c852cf89-9df0-42f8-a0bf-553e5e233c5b,"{626,1121}",wine,Still,Red,Chile,Pinot Noir,The Wines of Chile,f,1966,Standard,1.98,22,2017-06-15 18:29:16,2017-06-15 18:29:16
ca94e487-375d-4e69-aee6-ace29686c73b,auth0|58dbf881319f9f0ebc002ace,5701da3b-d2af-4bd7-b70e-ad0ccf71cd74,"{196,976}",wine,Still,Red,United States of America,Boordy Red (N.Y. State),Wines of America,,1971,Standard,1.89,20.5,2017-04-06 16:47:00,2017-04-06 16:47:00
c3560544-d3e1-4573-9519-a4ebceb8405d,google-oauth2|101715686974675894580,6296f67f-5fab-49f8-acdf-2e70e4d74f0b,"{941,562}",wine,Still,White,France,Batard Montrachet of Ramonet,Recipes by James Beard,f,1964,Standard,6.99,,2017-04-07 23:52:13,2017-04-07 23:52:13
ceed12c8-546d-4298-8794-dfe9c2dca2bd,NNRUixD7FceyxSId5t0OtPnvRxr2,bb98ba01-de34-47b1-b69b-f13da0aab2f8,"{321,760}",wine,Still,Red,France,Chateau Anguldet (Margaux),And advance offering of superb 1976 red Bordeaux,t,1976,Standard,,68.5,2017-04-08 16:47:45,2017-04-08 16:47:45
d16c7e2e-7337-4fc3-a401-f3686f411a0d,google-oauth2|101715686974675894580,6296f67f-5fab-49f8-acdf-2e70e4d74f0b,"{747,594}",wine,Still,White,France,Laguiche Montrachet,Recipes by James Beard,f,1966,Standard,13.68,,2017-04-07 23:51:34,2017-04-07 23:51:34
f358869f-99ca-4e49-99dc-ee1e5382ab74,nTm3LmkdmXOzvX6vrVtGnvRQpOv2,8127aea9-78ca-475b-ad0f-5e094ee5a514,"{191,665}",wine,Sparkling,White,France,Louis Roederer Brut,Champagnes for the Holidays,t,0,Standard,6.25,67.47,2017-04-03 19:33:42,2017-04-03 19:33:42
f005c5b9-f997-42bb-8aab-82b0e7388a73,google-oauth2|101715686974675894580,fc6b1000-db2a-44f7-bf74-e1ffb5ac5414,"{215,909}",wine,Still,Red,France,Chateau Petrus (Pomeral),,f,1962,Standard,8.29,88.75,2017-04-10 21:25:40,2017-04-10 21:25:40
eaffaa63-358f-41f2-8a12-b7dc12265cf4,google-oauth2|101715686974675894580,fc6b1000-db2a-44f7-bf74-e1ffb5ac5414,"{207,1314}",wine,Sparkling,White,France,DOM RUINART BLANC DE BLANCS,,f,1961,Standard,13.99,151.09,2017-04-10 21:22:48,2017-04-10 21:22:48
0b148eba-72b0-4b09-910d-3b612e52a51f,nTm3LmkdmXOzvX6vrVtGnvRQpOv2,8127aea9-78ca-475b-ad0f-5e094ee5a514,"{191,522}",wine,Sparkling,White,France,POMMERY & GRENO BRUT,Champagnes for the Holidays,t,1945,Standard,7.49,80.89,2017-04-03 19:30:39,2017-04-03 19:30:39
13cb2cde-0849-4cc2-9994-58b026fd2865,auth0|58dbf881319f9f0ebc002ace,5701da3b-d2af-4bd7-b70e-ad0ccf71cd74,"{194,908}",wine,Still,Red,United States of America,Burgandy (Sonoma Vineyards),Wines of America,,1971,Standard,2.49,26.9,2017-04-06 16:48:55,2017-04-06 16:48:55
21855d94-24bf-4773-8491-a8442441527e,auth0|5941b4040e76b350d7a565cf,bd2b89ee-d3ce-46de-bbd8-355a4386a33c,"{594,492}",wine,Sparkling,White,Italy,Gancia Asti Spumanti,Champagne for the Holidays,f,0,Standard,4.99,53.89,2017-06-14 22:31:12,2017-06-14 22:31:12
72fda220-34c3-4ad8-bf4b-c10b17c98902,auth0|5941b4040e76b350d7a565cf,bd2b89ee-d3ce-46de-bbd8-355a4386a33c,"{592,598}",wine,Sparkling,White,France,Clarette de Die,Champagne for the Holidays,f,0,Standard,4.59,49.55,2017-06-14 22:30:16,2017-06-14 22:30:16
4a3ea815-9ecc-4f5d-8d3f-0bb3c77001ac,auth0|5941b4040e76b350d7a565cf,bd2b89ee-d3ce-46de-bbd8-355a4386a33c,"{620,780}",wine,Sparkling,White,France,Boyer Brut,Champagne for the Holidays,f,1964,Standard,3.49,39.75,2017-06-14 22:27:36,2017-06-14 22:27:36
5eab3f9f-beb7-4c0f-a4f3-9e792e48c3c7,google-oauth2|101715686974675894580,53d26bb7-8b10-47d6-89da-34883c0cc324,"{285,707}",wine,Sparkling,White,France,Clicquot Yellow Label Brut,French Champagne,f,1953,Magnum,17.47,94.36,2017-06-01 23:44:41,2017-06-01 23:44:41
420c5017-35c5-4d78-994b-d23221187980,google-oauth2|101715686974675894580,53d26bb7-8b10-47d6-89da-34883c0cc324,"{283,724}",wine,Sparkling,White,France,Clicquot Yellow Label Brut,French Champagne,f,1953,Half Bottle,4.78,103.33,2017-06-01 23:43:37,2017-06-01 23:43:37
97e6b61b-8940-465e-a4fe-1ead2734d059,google-oauth2|101715686974675894580,53d26bb7-8b10-47d6-89da-34883c0cc324,"{109,742}",wine,Sparkling,White,France,Clicquot Yellow Label Brut,French Champagne,f,1953,Standard,8.38,90.49,2017-06-01 23:42:01,2017-06-01 23:42:01
31689a94-b993-4490-9b24-f2da3beb84af,auth0|5941b4040e76b350d7a565cf,bd2b89ee-d3ce-46de-bbd8-355a4386a33c,"{74,490}",wine,Sparkling,White,France,Charles Heidsieck Cuvee Royal,Champagne for the Holidays,f,1959,Standard,11.95,129.06,2017-06-14 22:20:37,2017-06-14 22:20:37
d9679e1a-b8cc-46dd-b554-0f59a3ba7b60,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{107,759}",wine,Still,White,Germany,"RIESLING SUPERIEUR, Nicolas",The Wines of Alsace,,1966,Standard,2.19,23.65,2017-06-14 21:18:14,2017-06-14 21:18:14
9c100fe0-b8b6-445b-9df1-408f2bfff7f2,auth0|5941b4040e76b350d7a565cf,bd2b89ee-d3ce-46de-bbd8-355a4386a33c,"{84,752}",wine,Sparkling,White,United Kingdom,Bollinger Brut,Champagne for the Holidays,f,0,Standard,6.35,68.58,2017-06-14 22:17:55,2017-06-14 22:17:55
03e14f00-1488-4fd0-83c0-108f2557881e,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{771,868}",wine,Still,Red,France,Jean Valan & Co St. Julien,Red Bordeaux (Clarets),f,1929,Standard,0.97,11,2017-06-20 20:54:07,2017-06-20 20:54:07
c4567da8-2dd8-40f9-9a39-7f8decac3330,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{762,900}",wine,Still,Red,France,Jean Valan & Co Margaux,Red Bordeaux (Clarets),,1929,Standard,0.97,11,2017-06-20 20:53:28,2017-06-20 20:54:13
50082952-d719-49c4-b8c7-bf4bae64fbca,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{779,802}",wine,Still,Red,France,T. Jouvet St. Emilion,Red Bordeaux (Clarets),f,1929,Standard,0.99,11,2017-06-20 20:56:02,2017-06-20 20:56:02
6f931a25-9575-4654-b31e-369e3c5ad3c3,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{769,815}",wine,Still,Red,France,"T. Jouvet, Bordeaux Rouge Superieur",Red Bordeaux (Clarets),,1928,Standard,0.9,10,2017-06-20 20:55:18,2017-06-20 20:56:17
39739354-7535-4f95-94b4-bd5112c7615e,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{773,543}",wine,Still,Red,France,Chateau Latour,Chateau Bottled Red Bordeaux,f,1929,Standard,3.55,38,2017-06-20 21:04:51,2017-06-20 21:04:51
e5ee5e3f-cccd-4346-baab-fd4f7d404d24,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{774,522}",wine,Still,Red,France,Chateau Ausone,Chateau Bottled Red Bordeaux,f,1929,Standard,3.7,40,2017-06-20 21:05:28,2017-06-20 21:05:28
2e54b7ef-036b-4853-a5ed-930037af957e,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{776,503}",wine,Still,Red,France,Chateau Mouton Rothschild,Chateau Bottled Red Bordeaux,f,1929,Standard,3.7,40,2017-06-20 21:06:09,2017-06-20 21:06:09
da19289b-a762-4e7c-ab9c-ddff0082eaf3,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{773,447}",wine,Still,Red,France,Chateau Latour de Mons,Chateau Bottled Red Bordeaux,f,1928,Standard,1.19,13,2017-06-20 21:07:05,2017-06-20 21:07:05
004a4cb4-ccf5-464f-bcde-1d551d611bd9,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{775,426}",wine,Still,Red,France,Chateau Cantemerle,Chateau Bottled Red Bordeaux,f,1928,Standard,1.7,18.5,2017-06-20 21:07:43,2017-06-20 21:07:43
e22ffd66-74b5-4cc5-a2b5-433692a1e465,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{778,409}",wine,Still,Red,France,Chateau Pichon Longueville,Chateau Bottled Red Bordeaux,f,1928,Standard,1.85,20,2017-06-20 21:08:27,2017-06-20 21:08:27
f3b4bdb7-4f61-4add-83e3-d1cdd6df2ce6,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{777,399}",wine,Still,Red,France,Chateau Gruaud Larose Sarget,Chateau Bottled Red Bordeaux,f,1928,Standard,1.9,20.75,2017-06-20 21:09:06,2017-06-20 21:09:06
836d3406-b5f3-4b1f-b8d1-5a0e87158377,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{775,381}",wine,Still,Red,France,Chateau Margaux,Chateau Bottled Red Bordeaux,f,1928,Standard,2.15,23.5,2017-06-20 21:10:00,2017-06-20 21:10:00
baa77851-e9da-4327-9f57-5598e44bfd2b,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{774,367}",wine,Still,Red,France,Chateau Mouton Rothschild,Chateau Bottled Red Bordeaux,f,1928,Standard,2.25,24,2017-06-20 21:10:32,2017-06-20 21:10:32
40cd909f-8929-4e8a-bd09-9760ad08bc24,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{773,349}",wine,Still,Red,France,Chateau Haut Brion,Chateau Bottled Red Bordeaux,f,1928,Standard,2.6,28.5,2017-06-20 21:11:11,2017-06-20 21:11:11
201f65bf-5be4-40dc-96c6-d332dc1a75f2,google-oauth2|101715686974675894580,5fd30f3d-478d-4473-84ae-ce0aa25b8dab,"{238,863}",wine,Still,Red,France,Chateau Cantemerle,Chateau Bottled Red Bordeaux,f,1926,Standard,1.95,21,2017-06-20 21:16:52,2017-06-20 21:16:52
92504a39-fa06-4ad0-96fb-78df07172fbf,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{772,332}",wine,Still,Red,France,Chateau Latour,Chateau Bottled Red Bordeaux,f,0,Standard,2.75,30,2017-06-20 21:11:45,2017-06-20 21:11:45
3e81f876-27fb-4e3c-a11b-06013584b9c4,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{769,561}",wine,Still,Red,France,Chateau Margaux,Chateau Bottled Red Bordeaux,f,1929,Standard,2.5,27.5,2017-06-20 21:04:21,2017-06-20 21:04:21
f0fdc28b-1452-4636-a0ff-3a45b5224066,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{769,572}",wine,Still,Red,France,Chateau Lafite Rothschild,Chateau Bottled Red Bordeaux,f,1929,Standard,2.35,25,2017-06-20 21:03:40,2017-06-20 21:03:40
de12fb63-f243-48e6-90a4-3ecf6df3d89d,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{768,591}",wine,Still,Red,France,Chateau Cos d'Estournel,Chateau Bottled Red Bordeaux,f,1929,Standard,2,22,2017-06-20 21:02:53,2017-06-20 21:02:53
0a79ba28-6830-4a92-8213-cf622c523909,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{773,607}",wine,Still,Red,France,Chateau Pichon Longueville,Chateau Bottled Red Bordeaux,f,2,Standard,2,22,2017-06-20 21:02:13,2017-06-20 21:02:13
6fd7fb8a-111c-41c9-9a9f-4f9ad42bd4ff,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{773,622}",wine,Still,Red,France,Chateau Calon Segur,Chateau Bottled Red Bordeaux,f,1929,Standard,1.95,21,2017-06-20 21:01:25,2017-06-20 21:01:25
56210edf-4644-46f0-b371-5e291fad1530,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{766,638}",wine,Still,Red,France,Chateau  Mouton d'Armailhacq,Chateau Bottled Red Bordeaux,f,1929,Standard,1.6,17.5,2017-06-20 21:00:47,2017-06-20 21:00:47
3b2255bf-2164-417c-abe7-16863c57f398,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{762,664}",wine,Still,Red,France,Chateau  Lynch-Bages,Chateau Bottled Red Bordeaux,f,1929,Standard,1.39,15,2017-06-20 21:00:07,2017-06-20 21:00:07
d0ebb0d2-cb23-4e79-8887-145904268335,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{786,746}",wine,Still,Red,France,T. Jouvet Grand Vin de Medoc,Red Bordeaux (Clarets),f,1928,Standard,1.3,14,2017-06-20 20:59:04,2017-06-20 20:59:04
08dfdff9-a18d-4ade-b90b-ed8dd5d74556,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{776,761}",wine,Still,Red,France,T. Jouvet St. Julien,Red Bordeaux (Clarets),f,1928,Standard,1.2,13,2017-06-20 20:58:21,2017-06-20 20:58:21
df6dd51b-0fb4-4ecb-b389-6da703f2567a,google-oauth2|101715686974675894580,410e327b-e10b-4e33-9150-d46c025d06c1,"{776,782}",wine,Still,Red,France,T. Jouvet Margaux,Red Bordeaux (Clarets),f,1928,Standard,1.1,12,2017-06-20 20:57:33,2017-06-20 20:57:33
f7105a76-6526-4e27-b803-428d14b2a410,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{622,1161}",wine,Still,,France,"CHATEAU D’ARLAY ROUGE, Comte de Vogue",Wines of the Jura,,1964,Standard,3.49,37.7,2017-06-14 21:18:14,2017-06-14 21:18:14
1b4dfab4-52f4-414d-9eb1-fed1e5c62518,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{112,200}",wine,Still,,France,"CHATEAU D’ARLAY BLANC, Comte de Vogue ,",Wines of the Jura,,1964,Standard,3.49,37.7,2017-06-14 21:18:14,2017-06-14 21:18:14
7ac6d272-5584-4649-bda7-e274752860ff,,fc990049-54a2-4055-8570-a0f1960c9786,"{615,791}",wine,Still,Red,France,CHATEAU LATOUR (Pauillac),The Good 1960 and 1963 Clarets,,1960,Standard,6.99,75.5,2017-06-14 21:18:14,2017-06-14 21:18:14
0f85fe39-ed65-43d4-8aad-5e6b378b684b,,fc990049-54a2-4055-8570-a0f1960c9786,"{90,163}",wine,Still,Red,France,"CHATEAU LAFITE ROTHSCHILD
 (Pauillac)",The Good 1960 and 1963 Clarets,,1960,Standard,6.99,75.5,2017-06-14 21:18:14,2017-06-14 21:18:14
340bf34d-32e4-4262-8ad3-28c10be7ed89,,fc990049-54a2-4055-8570-a0f1960c9786,"{91,302}",wine,Still,Red,France,"CHATEAU CHEVAL BLANC
 (St. Emilion)",The Good 1960 and 1963 Clarets,,1960,Standard,5.79,62.25,2017-06-14 21:18:14,2017-06-14 21:18:14
a7b63865-6c30-47fb-bd13-5b0e28109346,,fc990049-54a2-4055-8570-a0f1960c9786,"{93,656}",wine,Still,Red,France,"CHATEAU CALON SEGUR
 (St. Estephe)",The Good 1960 and 1963 Clarets,,1960,Standard,3.29,35.55,2017-06-14 21:18:14,2017-06-14 21:18:14
ddcf1226-1b3f-4195-8680-8a17c4d291ac,,fc990049-54a2-4055-8570-a0f1960c9786,"{94,810}",wine,Still,Red,France,CHATEAU LASCOMBES (Margaux),The Good 1960 and 1963 Clarets,,1960,Standard,2.99,32.3,2017-06-14 21:18:14,2017-06-14 21:18:14
4721c76a-fc2d-4bb2-b953-770111b9e242,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{106,874}",wine,Still,,France,"POUILLY BLANC FUME, La Doucette",The Wines of the Loire Valley,,1966,Standard,3.79,40.95,2017-06-14 21:18:14,2017-06-14 21:18:14
dc3fb115-a20e-4e8b-ab23-b1ce9b5d3bb8,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{106,893}",wine,Still,,France,"SANCERRE, Chateau de Sancerre",The Wines of the Loire Valley,,1967,Standard,3.69,39.85,2017-06-14 21:18:14,2017-06-14 21:18:14
8f403c98-90b6-4ee4-aa67-9f0f97b75557,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{106,911}",wine,Still,,France,"POUILLY BLANC F UME, Seguin",The Wines of the Loire Valley,,1967,Standard,2.79,30.15,2017-06-14 21:18:14,2017-06-14 21:18:14
269f6038-bb26-4d62-abd4-43ca0c5a88a4,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{106,930}",wine,Still,,France,"BOURGUEIL, Asher",The Wines of the Loire Valley,,1966,Standard,2.79,30.15,2017-06-14 21:18:14,2017-06-14 21:18:14
604af902-8cb6-4864-a596-78826c2b6d3c,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{109,493}",wine,Still,Red,France,"COTE ROTIE, Bruno Thierry",Red Wines of the Rhone Valley,,1964,Standard,2.99,32.3,2017-06-14 21:18:14,2017-06-14 21:18:14
322a349b-5d43-45fd-a327-121be29be4cf,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{109,529}",wine,Still,Red,France,"CHATEAUNEUF DU PAPE, Fines Roches",Red Wines of the Rhone Valley,,1961,Standard,2.79,30.15,2017-06-14 21:18:14,2017-06-14 21:18:14
aea91ac5-c000-4ae8-82fb-ea7e8818653a,,9c43daa5-6a9d-49c4-aad4-e6d7961a9166,"{107,777}",wine,Still,White,Germany,"SYLVANER, Nicolas",The Wines of Alsace,,1967,Standard,1.69,18.25,2017-06-14 21:18:14,2017-06-14 21:18:14
78c89dea-83b5-48a7-b3a3-7b98f48423ac,,abd79c8e-602e-4dc6-92ed-483f9bd64a0a,"{240,838}",wine,Still,Red,France,COTE DE BEAUNE VILLAGES,Bourgognes Rouges,,1964,Standard,2.49,26.9,2017-06-14 21:18:14,2017-06-14 21:18:14
e4a9803f-6dbf-4f9f-ae19-94de001ae776,,3205ef3b-fd40-4e91-9c2e-a6457ef1986d,"{448,694}",wine,Still,White,France,CHATEAU D’YQUEM Sauternes,Bordeaux blancs,,1959,Standard,9.95,107.45,2017-06-14 21:18:14,2017-06-14 21:18:14
c3678dea-ca8d-4d2f-bf77-e99b553075cf,,3205ef3b-fd40-4e91-9c2e-a6457ef1986d,"{448,1050}",wine,Still,White,France,CHATEAU FERRANDE (Graves),Bordeaux blancs,,1966,Standard,2.29,24.75,2017-06-14 21:18:14,2017-06-14 21:18:14
5ec1c59c-9dfc-4f64-901a-ea2ad1b6451e,,f81d432c-ce47-4f30-8b0b-65e5995b5f14,"{99,655}",wine,Still,White,France,POUILLY-FUISSÊ,Four Exceptional Wines from the Cellers of the Right Honorable Ernest Marples,,1966,Standard,2.85,32.49,2017-06-14 21:18:14,2017-06-14 21:18:14
13ab05a0-6843-4ba1-867e-4e07430bb52d,,abd79c8e-602e-4dc6-92ed-483f9bd64a0a,"{237,606}",wine,Still,Red,France,CHAMBERTIN,Bourgognes Rouges,,1961,Standard,7.95,85.85,2017-06-14 21:18:14,2017-06-14 21:18:14
30cc51f5-66a8-4a3a-9677-d3dd3a040725,,abd79c8e-602e-4dc6-92ed-483f9bd64a0a,"{238,635}",wine,Still,Red,France,BONNES-MARES,Bourgognes Rouges,,1961,Standard,6.95,75.05,2017-06-14 21:18:14,2017-06-14 21:18:14
33205002-4940-4e0e-9e86-fc22cc7b823e,,abd79c8e-602e-4dc6-92ed-483f9bd64a0a,"{238,664}",wine,Still,Red,France,NUITS SAINT-GEORGES,Bourgognes Rouges,,1961,Standard,3.75,40.5,2017-06-14 21:18:14,2017-06-14 21:18:14
c03c8bd0-1fa8-4d71-8afa-78e5582b9c67,,abd79c8e-602e-4dc6-92ed-483f9bd64a0a,"{239,734}",wine,Still,Red,France,CLOS DE VOUGEOT,Bourgognes Rouges,,1962,Standard,5.99,64.7,2017-06-14 21:18:14,2017-06-14 21:18:14
5b58bcef-b1f4-417f-a0cd-d4fd78f98016,,31280bea-3012-4975-8eab-f7ede1871fb8,"{622,350}",wine,Sparkling,White,Italy,"GANCIA ASTI SPUMANTI (Piedmont, Italy)",Other Champagnes and Sparkling Wines,,,Standard,4.88,52.7,2017-06-14 21:18:14,2017-06-14 21:18:14
243b1fa7-9601-4e44-8fae-1c15de63f2fa,,43a66e5e-b1df-4ddf-b7ed-cfb07726fdba,"{565,277}",wine,Still,Red,France,CORTON RENARDES (Prince de Merode),The Great 1964 Burgundies,,1964,Standard,6.59,71.15,2017-06-14 21:18:14,2017-06-14 21:18:14
8e424b47-058c-4436-9c1c-5f8b3aa9bc34,,43a66e5e-b1df-4ddf-b7ed-cfb07726fdba,"{566,140}",wine,Still,Red,France,"LA TACHE (Domaine de la Romanee
Conti)",The Great 1964 Burgundies,,1964,Standard,15.7,169.5,2017-06-14 21:18:14,2017-06-14 21:18:14
99bba85a-9a58-4e0d-90c6-11217cdef3e3,,31280bea-3012-4975-8eab-f7ede1871fb8,"{197,595}",wine,Sparkling,White,France,Bollinger Brut,Champagnes on Sale,,,Split,6.35,68.58,2017-06-14 21:18:14,2017-06-14 21:18:14
c39a5b2a-09a4-479d-9797-8cb4f15e8633,,43a66e5e-b1df-4ddf-b7ed-cfb07726fdba,"{561,222}",wine,Still,Red,France,CHAMBERTIN (Tortochot),The Great 1964 Burgundies,,1964,Standard,6.79,74.75,2017-06-14 21:18:14,2017-06-14 21:18:14
9c7045b8-d489-4a78-a331-20a18bcfa281,,43a66e5e-b1df-4ddf-b7ed-cfb07726fdba,"{568,847}",wine,Still,Red,France,NUITS ST GEORGES VAUCRAINS (H. Ganzes),The Great 1964 Burgundies,,1964,Standard,4.79,51.75,2017-06-14 21:18:14,2017-06-14 21:18:14
